year,proceeding_link,paper_link,title,authors,abstract
1990,https://papers.nips.cc/paper_files/paper/1990,https://papers.nips.cc/paper_files/paper/1990/hash/00411460f7c92d2124a67ea0f4cb5f85-Abstract.html,Modeling Time Varying Systems Using Hidden Control Neural Architecture,Esther Levin,"Multi-layered  neural  networks  have  recently  been  proposed  for  non(cid:173) linear  prediction  and  system  modeling.  Although  proven  successful  for  modeling  time  invariant nonlinear systems,  the  inability  of neural  networks  to  characterize  temporal  variability  has  so  far  been  an  obstacle  in  applying  them  to  complicated  non stationary  signals,  such  as  speech.  In  this  paper  we  present  a  network  architecture,  called  ""Hidden  Control  Neural  Network""  (HCNN),  for  modeling  signals  generated  by  nonlinear  dynamical  systems  with  restricted  time  variability.  The approach  taken  here  is  to  allow  the  mapping  that  is  implemented  by  a  multi  layered  neural  network  to  change  with  time  as  a  function  of an  additional  control  input  signal.  This  network  is  trained  using  an  algorithm  that  is  based  on  ""back-propagation""  and  segmentation  algorithms  for  estimating  the  unknown  control  together  with  the  network's  parameters.  The HCNN  approach  was  applied  to  several  tasks  including  modeling  of  time-varying  nonlinear  systems  and  speaker-independent  recognition  of  connected  digits,  yielding  a  word accuracy of 99.1 %."
1990,https://papers.nips.cc/paper_files/paper/1990,https://papers.nips.cc/paper_files/paper/1990/hash/00ec53c4682d36f5c4359f4ae7bd7ba1-Abstract.html,Using Genetic Algorithms to Improve Pattern Classification Performance,"Eric I. Chang, Richard P Lippmann","Genetic  algorithms  were  used  to select  and  create  features  and  to select  reference  exemplar  patterns for  machine vision  and speech  pattern  classi(cid:173) fication  tasks.  For a  complex speech  recognition  task,  genetic  algorithms  required no more computation time than traditional approaches to feature  selection  but reduced  the number of input features  required  by a factor  of  five  (from 153 to 33 features).  On a difficult artificial machine-vision task,  genetic  algorithms were  able  to create  new features  (polynomial functions  of the original features)  which reduced  classification error rates from  19%  to  almost  0%.  Neural  net  and  k  nearest  neighbor  (KNN)  classifiers  were  unable to provide such low error rates using only the original features.  Ge(cid:173) netic algorithms were also used to reduce the number of reference exemplar  patterns for  a  KNN classifier.  On a  338 training pattern vowel-recognition  problem with  10  classes,  genetic  algorithms reduced  the number of stored  exemplars from 338 to 43 without significantly increasing classification er(cid:173) ror  rate.  In  all  applications,  genetic  algorithms  were  easy  to  apply  and  found  good  solutions  in  many fewer  trials  than would  be  required  by ex(cid:173) haustive search.  Run times were long, but not unreasonable.  These results  suggest  that genetic  algorithms  are  becoming practical for  pattern  classi(cid:173) fication  problems  as faster  serial  and  parallel computers  are  developed."
1990,https://papers.nips.cc/paper_files/paper/1990,https://papers.nips.cc/paper_files/paper/1990/hash/01386bd6d8e091c2ab4c7c7de644d37b-Abstract.html,Generalization Dynamics in LMS Trained Linear Networks,Yves Chauvin,"For a simple linear case, a mathematical analysis of the training and gener(cid:173) alization (validation)  performance of networks trained by gradient descent  on a Least Mean Square cost function is provided as a function of the learn(cid:173) ing parameters and of the statistics of the training data base.  The analysis  predicts  that generalization error dynamics  are very dependent  on  a  pri(cid:173) ori initial weights.  In particular, the generalization error might sometimes  weave within a computable range during extended training.  In some cases,  the analysis provides bounds on the optimal number of training cycles  for  minimal  validation error.  For a  speech  labeling  task,  predicted  weaving  effects  were qualitatively tested  and  observed  by computer simulations in  networks trained by the linear and non-linear back-propagation algorithm."
1990,https://papers.nips.cc/paper_files/paper/1990,https://papers.nips.cc/paper_files/paper/1990/hash/019d385eb67632a7e958e23f24bd07d7-Abstract.html,Optimal Filtering in the Salamander Retina,"Fred Rieke, W. Geoffrey Owen, William Bialek","The dark-adapted  visual  system can  count photons  wit h  a  reliability  lim(cid:173) ited by thermal noise  in  the rod photoreceptors - the processing circuitry  bet.ween  t.he  rod  cells  and the brain is  essentially noiseless  and  in fact  may  be  close  to  optimal.  Here  we  design  an  optimal  signal  processor  which  estimates  the  time-varying  light  intensit.y  at  the  retina  based  on  the  rod  signals.  \Ve show  that.  the first stage of optimal signal processing  involves  passing  the  rod  cell  out.put.  t.hrough  a  linear filter  with  characteristics de(cid:173) termined  entirely  by  the  rod  signal  and  noise  spectra.  This  filter  is  very  general;  in  fact  it.  is  the  first  st.age  in  any  visual  signal  processing  task  at.  10\'  photon  flux.  \Ve  iopntify  the  output  of this  first-st.age  filter  wit.h  the  intracellular  voltage  response of the  bipolar  celL  the  first  anatomical  st.age  in  retinal  signal  processing.  From  recent.  data on  tiger  salamander  phot.oreceptors  we  extract  t.he  relevant.  spect.ra  and  make  parameter-free,  quantit.ative predictions of the bipolar celll'esponse to a dim, diffuse flash.  Agreement  wit.h  experiment  is  essentially  perfect.  As  far  as  we  know  this  is  the  first  successful  predicti ve  t.heory  for  neural  dynamics. 
1"
1990,https://papers.nips.cc/paper_files/paper/1990,https://papers.nips.cc/paper_files/paper/1990/hash/04025959b191f8f9de3f924f0940515f-Abstract.html,Oscillation Onset in Neural Delayed Feedback,André Longtin,"This paper studies dynamical aspects of neural systems with delayed  neg(cid:173) ative  feedback  modelled  by  nonlinear  delay-differential  equations.  These  systems  undergo  a  Hopf bifurcation  from  a  stable  fixed  point  to  a  sta(cid:173) ble  limit  cycle  oscillation  as  certain  parameters  are  varied.  It is  shown  that  their  frequency  of oscillation  is  robust  to  parameter  variations  and  noisy  fluctuations,  a  property that  makes  these  systems  good  candidates  for  pacemakers.  The  onset  of oscillation  is  postponed  by  both  additive  and parametric noise in the sense that the state variable spends more time  near the fixed  point than it would  in  the absence of noise.  This is  also the  case  when  noise  affects  the  delayed  variable,  i.e.  when  the  system  has  a  faulty  memory.  Finally,  it  is  shown  that  a  distribution  of delays  (rather  than a  fixed  delay)  also  stabilizes  the fixed  point solution."
1990,https://papers.nips.cc/paper_files/paper/1990,https://papers.nips.cc/paper_files/paper/1990/hash/05049e90fa4f5039a8cadc6acbb4b2cc-Abstract.html,Relaxation Networks for Large Supervised Learning Problems,"Joshua Alspector, Robert B. Allen, Anthony Jayakumar, Torsten Zeppenfeld, Ronny Meir",Feedback  connections  are  required  so  that  the  teacher  signal  on  the  output  neurons  can  modify  weights  during  supervised  learning.  Relaxation  methods  are  needed  for  learning  static  patterns  with  full-time  feedback  connections.  Feedback  network  learning  techniques  have  not  achieved  wide  popularity  because  of the  still greater  computational efficiency  of back-propagation.  We  show by simulation that relaxation networks of the kind we  are implementing in  VLSI  are  capable  of  learning  large  problems  just  like  back-propagation  networks.  A microchip incorporates deterministic mean-field theory learning as  well  as  stochastic  Boltzmann  learning.  A  multiple-chip  electronic  system  implementing  these  networks  will  make  high-speed  parallel  learning  in  them  feasible in the future.
1990,https://papers.nips.cc/paper_files/paper/1990,https://papers.nips.cc/paper_files/paper/1990/hash/0584ce565c824b7b7f50282d9a19945b-Abstract.html,Neural Networks Structured for Control Application to Aircraft Landing,"Charles Schley, Yves Chauvin, Van Henkle, Richard Golden","We present a generic neural network architecture capable of con(cid:173) trolling non-linear plants. The network is composed of dynamic.  parallel, linear maps gated by non-linear switches. Using a recur(cid:173) rent form of the back-propagation algorithm, control is achieved  by optimizing the control gains and task-adapted switch parame(cid:173) ters. A mean quadratic cost function computed across a nominal  plant trajectory is minimized along with performance constraint  penalties. The approach is demonstrated for a control task con(cid:173) sisting of landing a commercial aircraft in difficult wind conditions.  We show that the network yields excellent performance while re(cid:173) maining within acceptable damping response constraints."
1990,https://papers.nips.cc/paper_files/paper/1990,https://papers.nips.cc/paper_files/paper/1990/hash/06eb61b839a0cefee4967c67ccb099dc-Abstract.html,Closed-Form Inversion of Backpropagation Networks: Theory and Optimization Issues,Michael L. Rossen,"We describe a closed-form technique for mapping the output of a trained  backpropagation network int.o input activity space. The mapping is an in(cid:173) verse mapping in the sense that, when the image of the mapping in input  activity space is propagat.ed forward through the normal network dynam(cid:173) ics, it reproduces the output used to generate that image. When more  than one such inverse mappings exist, our inverse ma.pping is special in  that it has no projection onto the nullspace of the activation flow opera(cid:173) tor for the entire network. An important by-product of our calculation,  when more than one invel'se mappings exist, is an orthogonal basis set of  a significant portion of the activation flow operator nullspace. This basis  set can be used to obtain an alternate inverse mapping that is optimized  for a particular rea.l-world application."
1990,https://papers.nips.cc/paper_files/paper/1990,https://papers.nips.cc/paper_files/paper/1990/hash/0bb4aec1710521c12ee76289d9440817-Abstract.html,Dynamics of Generalization in Linear Perceptrons,"Anders Krogh, John A. Hertz","We study the evolution of the generalization ability of a  simple linear per(cid:173) ceptron with N  inputs which learns to imitate a  ""teacher perceptron"".  The  system is  trained  on p  =  aN  binary  example  inputs  and  the  generaliza(cid:173) tion  ability measured by testing for  agreement with  the teacher on all 2N  possible  binary input  patterns.  The dynamics may  be solved  analytically  and  exhibits  a  phase  transition  from  imperfect  to  perfect  generalization  at  a  =  1.  Except  at  this  point  the  generalization  ability  approaches  its  asymptotic  value  exponentially,  with critical slowing  down near  the  tran(cid:173) sition;  the  relaxation  time  is  ex  (1  - y'a)-2.  Right  at  the  critical  point,  1  the  approach  to  perfect  generalization  follows  a  power  law  ex  t - '2.  In  the presence of noise,  the generalization ability is  degraded  by  an amount  ex  (va - 1)-1 just above a  =  1."
1990,https://papers.nips.cc/paper_files/paper/1990,https://papers.nips.cc/paper_files/paper/1990/hash/0c74b7f78409a4022a2c4c5a5ca3ee19-Abstract.html,Translating Locative Prepositions,"Paul W. Munro, Mary Tabasko","A network was trained by back propagation to map locative expressions  of the form ""noun-preposition-noun"" to a semantic representation, as in  Cosic  and  Munro  (1988).  The  network's  performance  was  analyzed  over  several  simulations  with  training  sets  in  both  English  and  German.  Translation  of prepositions  was  attempted  by  presenting  a  locative expression to a  network trained in one language to generate a  semantic representation; the semantic representation was  then presented  to the network trained in the other language to generate the appropriate  preposition."
