year,proceeding_link,paper_link,title,authors,abstract
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/03004620ea802b9118dd44d69f07af56-Abstract.html,Synchronization in Neural Nets,"Jacques J. Vidal, John Haggerty","The  paper  presents  an  artificial  neural  network  concept  (the  Synchronizable Oscillator Networks)  where the instants of individual  firings  in  the  form  of  point  processes  constitute  the  only  form  of  information  transmitted  between  joining  neurons.  This  type  of  communication contrasts with  that which  is  assumed  in most  other  models  which  typically  are  continuous  or  discrete  value-passing  networks.  Limiting the messages received  by each processing unit to  time  markers that signal  the firing  of other units  presents  significant  implemen tation advantages. 
In  our  model,  neurons  fire  spontaneously  and  regularly  in  the  absence of perturbation.  When interaction is  present,  the scheduled  firings  are  advanced  or  delayed  by  the firing  of neighboring  neurons.  Networks  of  such  neurons  become  global  oscillators  which  exhibit  multiple  synchronizing  attractors.  From  arbitrary  initial  states,  energy  minimization  learning  procedures  can  make  the  network  converge  to  oscillatory  modes  that  satisfy  multi-dimensional  constraints  Such  networks  can  directly  represent  routing  and  scheduling problems  that conSist of ordering sequences of events."
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/0316d8d63a0c252a3ec57921d7d2429b-Abstract.html,Static and Dynamic Error Propagation Networks with Application to Speech Coding,"A J Robinson, F Fallside","Error propagation nets have been shown to be able to learn a variety of tasks in  which a static input pattern is mapped outo a static output pattern. This paper  presents a generalisation of these nets to deal with time varying, or dynamic  patterns, and three possible architectures are explored. As an example, dynamic  nets are applied to tbe problem of speech coding, in which a time sequence of  speech data are coded by one net and decoded by another. The use of dynamic  nets gives a better signal to noise ratio than that achieved using static nets."
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/03f8faa47a2e9614453e50aaf8d7f278-Abstract.html,PATTERN CLASS DEGENERACY IN AN UNRESTRICTED STORAGE DENSITY MEMORY,"Christopher L. Scofield, Douglas L. Reilly, Charles Elbaum, Leon N. Cooper",in
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/069a002768bcb31509d4901961f23b3c-Abstract.html,Introduction to a System for Implementing Neural Net Connections on SIMD Architectures,Sherryl Tomboulian,"Neural  networks  have  attracted  much  interest  recently,  and  using  parallel 
architectures  to simulate  neural  networks  is  a  natural  and  necessary  applica(cid:173) tion.  The  SIMD  model  of parallel  computation is  chosen,  because systems  of  this  type  can  be  built  with  large  numbers  of processing  elements.  However,  such systems are not naturally suited to generalized communication.  A method  is  proposed  that  allows  an implementation of neural  network  connections  on  massively parallel SIMD  architectures.  The key to this system is an algorithm  that allows  the formation  of arbitrary  connections  between  the ""neurons"".  A  feature  is  the ability  to add  new  connections  quickly.  It also  has error  recov(cid:173) ery  ability and  is  robust  over a  variety  of network  topologies.  Simulations  of  the general  connection system, and its implementation on the Connection Ma(cid:173) chine,  indicate  that  the  time and  space  requirements  are  proportional  to  the  product of the  average number of connections per neuron and the diameter of  the interconnection network."
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/099268c3121d49937a67a052c51f865d-Abstract.html,The Capacity of the Kanerva Associative Memory is Exponential,P. A. Chou,"The  capacity  of  an  associative  memory  is  defined  as  the  maximum 
number  of  vords  that  can  be  stored  and  retrieved  reliably  by  an  address  vithin  a  given  sphere  of  attraction.  It  is  shown  by  sphere  packing  arguments  that  as  the  address  length  increases.  the  capacity  of  any  associati ve  memory  is  limited  to  an  exponential  grovth  rate  of  1 - h2 ( 0).  vhere  h2(0)  is  the  binary  entropy  function  in  bits.  and  0  is  the  radius  of  the  sphere  of  attraction.  This  exponential  grovth  in  capacity  can  actually  be  achieved  by  the  Kanerva  associative  memory.  if  its  parameters  are  optimally  set .  Formulas  for  these  op.timal  values  are  provided.  The  exponential  grovth  in  capacity  for  the  Kanerva  associative  memory  contrasts  sharply  vith  the  sub-linear  grovth  in  capacity  for  the  Hopfield  associative  memory. 
ASSOCIATIVE  MEMORY  AND  ITS  CAPACITY 
Our  model  of  an  associative  memory  is  the  folloving.  Let  ()(,Y)  be 
an  (address.  datum)  pair.  vhere  )(  is  a  vector  of  n  ±ls  and  Y  is  a  vector  of  m  ±ls.  and  let  ()(l),y(I)), ... ,()(M) , y(M)).  be  M  (address,  datum)  pairs  stored  in  an  associative  memory.  is  presented  at  the  input  vith  an  address  )(  that  is  close  to  some  stored  address  )(W.  then  it should  produce  at  the  output  a  vord  Y  that  is  close  to  the  corresponding  contents  y(j).  To  be  specific,  let  us  say  that  an  associative  memory  can  correct fraction  0  errors  if  an  )(  vi thin  Hamming  distance  no  of  )((j)  retrieves  Y  equal  to  y(j).  The  Hamming  sphere  around  each  )(W  vill  be  called  the  sphere  of  attraction,  and  0  viII  be  called  the  radius  of  attraction. 
If  the  associative  memory 
One  notion  of  the  capacity  of  this  associative  memory  is  the 
maximum  number  of  vords  that  it  can  store  vhile  correcting  fraction  0  errors .  Unfortunately.  this  notion  of  capacity  is  ill-defined.  because  it  depends  on  exactly  vhich  (address.  datum)  pairs  have  been  stored.  Clearly.  no  associative  memory  can  correct  fraction  0  errors  for  every  sequence  of  stored  (address,  datum)  pairs.  Consider.  for  example,  a  sequence  in  vhich  several  different  vords  are  vritten  to  the  same  address .  No  memory  can  reliably  retrieve  the  contents  of  the  overvritten  vords.  At  the  other  extreme.  any  associative  memory ' can  store  an  unlimited  number  of  vords  and  retrieve  them  all  reliably.  if  their  contents  are  identical. 
A useful  definition  of  capacity  must  lie  somevhere  betveen  these 
tvo  extremes.  that  for  most  sequences  of  addresses  XU), .. . , X(M)  and  most  sequences  of  data  y(l), ... , y(M).  the  memory  can  correct  fraction  0  errors.  We  define 
In  this  paper.  ve  are  interested  in  the  largest  M  such 
IThis  vork  vas  supported  by  the  National  Science  Foundation  under  NSF 
grant  IST-8509860  and  by  an  IBM  Doctoral  Fellovship. 
© American Institute of Physics 1988 
185 
I  most  sequences'  in  a  probabilistic  sense,  as  some  set  of  sequences  yi th  total  probability  greater  than  say,  .99.  When  all  sequences  are  equiprobab1e,  this  reduces  to  the  deterministic  version:  sequences."
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/09c653c3ae9d116e5f288ff988283a06-Abstract.html,How Neural Nets Work,"Alan Lapedes, Robert Farber","There is  presently great interest in the abilities of neural networks to mimic 
""qualitative reasoning""  by manipulating neural incodings of symbols.  Less work 
has  been performed on using neural networks to process floating  point numbers 
and it is  sometimes stated that neural networks are somehow inherently inaccu(cid:173)
rate  and  therefore  best  suited  for  ""fuzzy""  qualitative reasoning.  Nevertheless, 
the  potential  speed  of massively  parallel  operations  make  neural  net  ""number 
crunching""  an interesting topic  to explore.  In this paper we  discuss some of our 
work in which we  demonstrate that for  certain applications neural networks can 
achieve  significantly  higher  numerical  accuracy  than  more  conventional  tech(cid:173)
niques.  In  particular,  prediction  of future  values  of a  chaotic  time  series  can 
be  performed  with  exceptionally  high  accuracy.  We  analyze  how  a  neural  net 
is  able  to do  this  ,  and in  the process  show  that  a  large class  of functions  from 
Rn.  ~ Rffl  may  be  accurately  approximated  by  a  backpropagation  neural  net 
with just two  ""hidden""  layers.  The network  uses  this functional  approximation 
to perform either interpolation (signal processing applications)  or extrapolation 
(symbol processing applicationsJ.  Neural nets therefore use quite familiar meth(cid:173)
ods to perform. their tasks.  The geometrical viewpoint advocated here seems to 
be a  useful  approach  to analyzing  neural  network  operation  and  relates  neural 
networks  to well  studied topics  in  functional  approximation."
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/0a5209deb79dc584d8ddb41a792d8549-Abstract.html,A Trellis-Structured Neural Network,"Thomas Petsche, Bradley W. Dickinson","We have developed a neural network which consists of cooperatively inter(cid:173)
connected Grossberg on-center off-surround subnets and which can be used to  optimize a function related to the log likelihood function for decoding convolu(cid:173) tional codes or more general FIR signal deconvolution problems. Connections in  the network are confined to neighboring subnets, and it is representative of the  types of networks which lend themselves to VLSI implementation. Analytical and  experimental results for convergence and stability of the network have been found.  The structure of the network can be used for distributed representation of data  items while allowing for fault tolerance and replacement of faulty units. 
1"
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/0cafb7890f6a7d4de65507d5bb7e0187-Abstract.html,Connecting to the Past,Bruce A. MacDonald,"Recently  there  has  been  renewed  interest  in  neural-like  processing  systems,  evidenced  for  ex(cid:173) ample in  the two volumes  Parallel Distributed Processing edited by Rumelhart and McClelland,  and  discussed  as  parallel  distributed  systems,  connectionist  models,  neural  nets,  value  passing  systems  and  multiple  context  systems.  Dissatisfaction  with  symbolic  manipulation  paradigms  for  artificial  intelligence seems  partly  responsible  for  this  attention, encouraged by  the promise  of massively  parallel  systems  implemented  in  hardware.  This  paper  relates  simple  neural-like  systems  based  on  multiple  context  to  some  other  well-known  formalisms-namely  production  systems, k-Iength sequence prediction, finite-state  machines and Turing machines-and presents  earlier sequence  prediction  results  in  a  new  light."
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/0e65cd5d77a5e8b2d1f9ab31ba50b49b-Abstract.html,Phase Transitions in Neural Networks,Joshua Chover,"Various  simulat.ions  of  cort.ical  subnetworks  have  evidenced  something  like  phase  transitions  with  respect  to  key  parameters.  We  demonstrate  that.  such  transi t.ions  must.  indeed  exist.  in  analogous  infinite  array  models.  For  related  finite  array  models  classical  phase  transi t.ions  (which  describe  steady-state  behavior)  may  not.  exist.,  but.  there  can  be  distinct. quali tative  changes  in  (""metastable"")  transient  behavior  as  key  system  parameters  pass  through  crit.ical  values ."
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/1ccc3bfa05cb37b917068778f3c4523a-Abstract.html,MURPHY: A Robot that Learns by Doing,Bartlett W. Mel,"MURPHY consists of a camera looking at a robot arm, with a connectionist network  architecture situated in between. By moving its arm through a small, representative  sample of the 1 billion possible joint configurations, MURPHY learns the relationships,  backwards and forwards, between the positions of its joints and the state of its visual field.  MURPHY can use its internal model in the forward direction to ""envision"" sequences  of actions for planning purposes, such as in grabbing a visually presented object, or in  the reverse direction to ""imitate"", with its arm, autonomous activity in its visual field.  Furthermore, by taking explicit advantage of continuity in the mappings between visual  space and joint space, MURPHY is able to learn non-linear mappings with only a single  layer of modifiable weights."
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/1eb34d662b67a14e3511d0dfd78669be-Abstract.html,Centric Models of the Orientation Map in Primary Visual Cortex,"William Baxter, Bruce Dow","In  the  visual  cortex  of  the  monkey  the  horizontal  organization  of  the  preferred  orientations of orientation-selective  cells  follows  two opposing  rules:  1) neighbors  tend  to  have similar orientation preferences, and  2) many different orientations are  observed  in a  local  region.  Several  orientation  models  which satisfy these  constraints are found  to  differ  in  the spacing  and  the  topological  index  of their singularities.  Using  the  rate  of orientation change as  a  measure,  the  models  are  compared to published experimental  results."
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/20a5e2274bcb5ea174f03f9ce1487900-Abstract.html,A Computer Simulation of Olfactory Cortex with Functional Implications for Storage and Retrieval of Olfactory Information,"Matthew A. Wilson, James M. Bower","Based  on  anatomical  and  physiological  data,  we  have  developed  a  computer  simulation  of piri(cid:173) form  (olfactory)  cortex  which  is  capable  of reproducing  spatial  and  temporal  patterns  of actual  cortical  activity  under  a  variety  of conditions.  Using  a  simple  Hebb-type  learning  rule  in  conjunc(cid:173) tion  with  the  cortical  dynamics  which  emerge  from  the  anatomical  and  physiological  organiza(cid:173) tion  of  the  model,  the  simulations  are  capable  of establishing  cortical  representations  for  differ(cid:173) ent  input  patterns.  The  basis  of  these  representations  lies  in  the  interaction  of  sparsely  distribut(cid:173) ed,  highly  divergent/convergent  interconnections  between  modeled  neurons.  We  have  shown  that  different  representations  can  be  stored  with  minimal  interference.  and  that  following  learning  these  representations  are  resistant  to  input  degradation,  allowing  reconstruction  of  a  representa(cid:173) tion  following  only  a  partial  presentation  of  an  original  training  stimulus.  Further,  we  have  demonstrated  that  the  degree  of  overlap  of  cortical  representations  for  different  stimuli  can  also  be  modulated.  For  instance  similar  input  patterns  can  be  induced  to generate  distinct  cortical  representations  (discrimination).  while  dissimilar  inputs  can  be  induced  to  generate  overlapping  representations  (accommodation).  Both  features  are  presumably  important  in  classifying  olfacto(cid:173) ry stimuli."
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/21ac0a2e346b1e5b77b3b61ee63eaae3-Abstract.html,Learning a Color Algorithm from Examples,"Anya C. Hurlbert, Tomaso A. Poggio","A lightness algorithm that separates surface reflectance from illumination in a  Mondrian world is synthesized automatically from a set of examples, pairs of input  (image irradiance) and desired output (surface reflectance). The algorithm, which re(cid:173) sembles a new lightness algorithm recently proposed by Land, is approximately equiva(cid:173) lent to filtering the image through a center-surround receptive field in individual chro(cid:173) matic channels. The synthesizing technique, optimal linear estimation, requires only  one assumption, that the operator that transforms input into output is linear. This  assumption is true for a certain class of early vision algorithms that may therefore be  synthesized in a similar way from examples. Other methods of synthesizing algorithms  from examples, or ""learning"", such as backpropagation, do not yield a significantly dif(cid:173) ferent or better lightness algorithm in the Mondrian world. The linear estimation and  backpropagation techniques both produce simultaneous brightness contrast effects. 
The problems that a visual system must solve in decoding two-dimensional images  into three-dimensional scenes (inverse optics problems) are difficult: the information  supplied by an image is not sufficient by itself to specify a unique scene. To reduce  the number of possible interpretations of images, visual systems, whether artificial  or biological, must make use of natural constraints, assumptions about the physical  properties of surfaces and lights. Computational vision scientists have derived effective  solutions for some inverse optics problems (such as computing depth from binocular  disparity) by determining the appropriate natural constraints and embedding them in  algorithms. How might a visual system discover and exploit natural constraints on its  own? We address a simpler question: Given only a set of examples of input images and  desired output solutions, can a visual system synthesize. or ""learn"", the algorithm that  converts input to output? We find that an algorithm for computing color in a restricted  world can be constructed from examples using standard techniques of optimal linear  estimation. 
The computation of color is a prime example of the difficult problems of inverse  optics. We do not merely discriminate betwN'n different wavelengths of light; we assign 
@ American Institute of Physics 1988 
623 
roughly constant colors to objects even though the light signals they send to our eyes  change as the illumination varies across space and chromatic spectrum. The compu(cid:173) tational goal underlying color constancy seems to be to extract the invariant surface  spectral reflectance properties from the image irradiance, in which reflectance and iI-""  lumination are mixed 1 • 
Lightness algorithms 2-8, pioneered by Land, assume that the color of an object 
can be specified by its lightness, or relative surface reflectance, in each of three inde(cid:173) pendent chromatic channels, and that lightness is computed in the same way in each  channel. Computing color is thereby reduced to extracting surface reflectance from the  image irradiance in a single chromatic channel. 
The image irra.diance, s', is proportional to the product of the illumination inten(cid:173)
sity e' and the surface reflectance r' in that channel: 
(1 )  This form of the image intensity equation is true for a Lambertian reflectance model,  in which the irradiance s' has no specular components, and for appropriately chosen  color channels 9. Taking the logarithm of both sides converts it to a sum: 
s' (x, y) = r' (x, y )e' (x, y). 
s(x, y) = rex, y) + e(x,y), 
(2) 
where s = loges'), r = log(r') and e = log(e'). 
Given s(x,y) alone, the problem of solving Eq. 2 for r(x,y) is underconstrained.  Lightness algorithms constrain the problem by restricting their domain to a world of  Mondrians, two-dimensional surfaces covered with patches of random colors2 and by  exploiting two constraints in that world: (i) r'(x,y) is unifonn within patches but  has sharp discontinuities at edges between patches and (ii) e' (x, y) varies smoothly  across the Mondrian. Under these constraints, lightness algorithms can recover a good  approximation to r( x, y) and so can recover lightness triplets that label roughly constant  colors 10. 
We ask whether it is possible to synthesize from examples an algorithm that ex· 
tracts reflectance from image irradiance. and whether the synthesized algorithm will re(cid:173) semble existing lightness algorithms derived from an explicit analysis of the constraints.  We make one assumption, that the operator that transforms irradiance into reflectance  is linear. Under that assumption, motivated by considerations discussed later, we use  optimal linear estimation techniques to synthesize an operator from examples. The  examples are pairs of images: an input image of a Mondrian under illumination that  varies smoothly across space and its desired output image that displays the reflectance  of the Mondrian without the illumination. The technique finds the linear estimator  that best maps input into desired output. in the least squares sense. 
For computational convenience we use one-dimensional ""training vectors"" that  represent vertical scan lines across the ~londrian images (Fig. 1). We generate many"
1987,https://papers.nips.cc/paper_files/paper/1987,https://papers.nips.cc/paper_files/paper/1987/hash/25a3192c804d6b1c7d309c0155d3aa1a-Abstract.html,Phasor Neural Networks,André J. Noest,"A novel  network  type  is  introduced  which  uses  unit-length  2-vectors 
for  local  variables.  As  an  example  of  its  applications,  associative  memory  nets  are  defined  and  their  performance  analyzed.  Real  systems  corresponding  to  such  'phasor'  models  can  be  e.g.  (neuro)biological  networks  of  limit-cycle  oscillators  or  optical  resonators  that  have  a  hologram  in  their  feedback  path."
