year,proceeding_link,paper_link,title,authors,abstract
1996,https://papers.nips.cc/paper_files/paper/1996,https://papers.nips.cc/paper_files/paper/1996/hash/0188e8b8b014829e2fa0f430f0a95961-Abstract.html,Hebb Learning of Features based on their Information Content,"Ferdinand Peper, Hideki Noda","This  paper  investigates  the  stationary  points  of a  Hebb  learning  rule  with  a  sigmoid  nonlinearity  in  it.  We  show  mathematically  that  when  the  input  has  a  low  information  content,  as  measured  by  the  input's  variance,  this learning rule suppresses learning,  that is,  forces the weight  vector  to  converge  to  the  zero  vector.  When  the  information  content  exceeds  a  certain  value,  the  rule  will  automatically  begin  to  learn  a  feature in the input.  Our analysis suggests that under certain conditions  it  is  the  first  principal  component  that  is  learned.  The  weight  vector  length  remains  bounded,  provided  the  variance  of  the  input  is  finite.  Simulations confirm the theoretical results derived."
1996,https://papers.nips.cc/paper_files/paper/1996,https://papers.nips.cc/paper_files/paper/1996/hash/018b59ce1fd616d874afad0f44ba338d-Abstract.html,A Variational Principle for Model-based Morphing,"Lawrence K. Saul, Michael I. Jordan","Given  a  multidimensional  data  set  and  a  model  of  its  density,  we  consider  how  to  define  the  optimal interpolation  between  two  points.  This is done by assigning a cost to each path through space,  based on two competing goals-one to interpolate through regions  of high  density,  the other  to minimize arc  length.  From this  path  functional,  we  derive  the  Euler-Lagrange  equations  for  extremal  motionj given two points, the desired  interpolation is found by solv(cid:173) ing a boundary value problem.  We show that this interpolation can  be done efficiently, in high dimensions, for Gaussian, Dirichlet, and  mixture models."
1996,https://papers.nips.cc/paper_files/paper/1996,https://papers.nips.cc/paper_files/paper/1996/hash/01e9565cecc4e989123f9620c1d09c09-Abstract.html,ARTEX: A Self-organizing Architecture for Classifying Image Regions,"Stephen Grossberg, James R. Williamson","A self-organizing architecture is  developed for  image region  classi(cid:173) fication.  The system  consists  of a  preprocessor  that utilizes multi(cid:173) scale filtering, competition, cooperation, and diffusion to compute a  vector  of image boundary  and surface  properties,  notably  texture  and  brightness  properties.  This  vector  inputs  to  a  system  that  incrementally  learns  noisy  multidimensional  mappings  and  their  probabilities.  The  architecture  is  applied  to  difficult  real-world  image  classification  problems,  including  classification  of synthet(cid:173) ic  aperture  radar  and  natural  texture  images,  and  outperforms a  recent state-of-the-art system at classifying natural textures."
1996,https://papers.nips.cc/paper_files/paper/1996,https://papers.nips.cc/paper_files/paper/1996/hash/0829424ffa0d3a2547b6c9622c77de03-Abstract.html,The CONDENSATION Algorithm - Conditional Density Propagation and Applications to Visual Tracking,"Andrew Blake, Michael Isard",The power of sampling methods in Bayesian reconstruction of noisy  signals is well known.  The extension of sampling to temporal prob(cid:173) lems  is  discussed.  Efficacy  of sampling over  time is  demonstrated  with visual tracking.
1996,https://papers.nips.cc/paper_files/paper/1996,https://papers.nips.cc/paper_files/paper/1996/hash/0ce2ffd21fc958d9ef0ee9ba5336e357-Abstract.html,A Silicon Model of Amplitude Modulation Detection in the Auditory Brainstem,"André van Schaik, Eric Fragnière, Eric A. Vittoz","Detectim of the periodicity of amplitude modulatim is a major step in  the  determinatim  of  the  pitch  of  a  SOODd.  In  this  article  we  will  present  a silicm model  that uses  synchrroicity of spiking neurms  to  extract  the  fundamental  frequency  of  a  SOODd.  It  is  based  m  the  observatim that the so called  'Choppers'  in the mammalian  Cochlear  Nucleus  synchrmize well  for  certain  rates  of amplitude  modulatim,  depending  m  the  cell's  intrinsic  chopping  frequency.  Our  silicm  model uses  three different circuits, i.e.,  an  artificial cochlea,  an  Inner  Hair Cell circuit, and a spiking neuron circuit"
1996,https://papers.nips.cc/paper_files/paper/1996,https://papers.nips.cc/paper_files/paper/1996/hash/0e095e054ee94774d6a496099eb1cf6a-Abstract.html,Adaptive On-line Learning in Changing Environments,"Noboru Murata, Klaus-Robert Müller, Andreas Ziehe, Shun-ichi Amari","An adaptive on-line algorithm extending the learning of learning  idea is proposed and theoretically motivated. Relying only on gra(cid:173) dient flow information it can be applied to learning continuous  functions or distributions, even when no explicit loss function is gi(cid:173) ven and the Hessian is not available. Its efficiency is demonstrated  for a non-stationary blind separation task of acoustic signals."
1996,https://papers.nips.cc/paper_files/paper/1996,https://papers.nips.cc/paper_files/paper/1996/hash/0e9fa1f3e9e66792401a6972d477dcc3-Abstract.html,Minimizing Statistical Bias with Queries,David A. Cohn,"I describe  a  querying criterion that attempts to minimize the error  of a  learner  by  minimizing its estimated squared  bias.  I  describe  experiments  with  locally-weighted  regression  on  two  simple prob(cid:173) lems,  and observe  that this  ""bias-only""  approach  outperforms the  more  common  ""variance-only""  exploration  approach,  even  in  the  presence  of noise."
1996,https://papers.nips.cc/paper_files/paper/1996,https://papers.nips.cc/paper_files/paper/1996/hash/144a3f71a03ab7c4f46f9656608efdb2-Abstract.html,A Micropower Analog VLSI HMM State Decoder for Wordspotting,"John Lazzaro, John Wawrzynek, Richard P Lippmann","We  describe  the  implementation of a  hidden  Markov  model  state  decoding  system,  a component for  a  wordspotting speech  recogni(cid:173) tion system.  The key  specification for  this state decoder  design  is  microwatt power dissipation; this requirement led to a continuous(cid:173) time, analog circuit implementation.  We characterize the operation  of a  10-word (81  state)  state decoder  test chip."
1996,https://papers.nips.cc/paper_files/paper/1996,https://papers.nips.cc/paper_files/paper/1996/hash/147702db07145348245dc5a2f2fe5683-Abstract.html,"Dual Kalman Filtering Methods for Nonlinear Prediction, Smoothing and Estimation","Eric A. Wan, Alex T. Nelson","Prediction,  estimation,  and smoothing  are  fundamental  to  signal  processing.  To perform  these  interrelated  tasks  given  noisy  data,  we  form  a  time  series  model  of  the  process  that  generates  the  data.  Taking noise in the system explicitly into account, maximum(cid:173) likelihood and Kalman frameworks are discussed  which involve the  dual process  of estimating both the model parameters and the un(cid:173) derlying state of the system.  We  review  several  established  meth(cid:173) ods in the linear case,  and propose severa! extensions utilizing dual  Kalman filters  (DKF)  and forward-backward  (FB)  filters  that  are  applicable  to  neural  networks.  Methods  are  compared on  several  simulations of noisy  time series.  We  also  include  an  example  of  nonlinear noise reduction in speech."
1996,https://papers.nips.cc/paper_files/paper/1996,https://papers.nips.cc/paper_files/paper/1996/hash/160c88652d47d0be60bfbfed25111412-Abstract.html,Source Separation and Density Estimation by Faithful Equivariant SOM,"Juan K. Lin, Jack D. Cowan, David G. Grier",We  couple  the  tasks  of source  separation  and  density  estimation  by  extracting  the  local  geometrical  structure  of distributions  ob(cid:173) tained  from  mixtures  of statistically  independent  sources.  Our  modifications of the self-organizing map  (SOM)  algorithm  results  in  purely digital learning rules which perform non-parametric his(cid:173) togram density estimation.  The non-parametric nature of the sep(cid:173) aration  allows  for  source  separation  of non-linear  mixtures.  An  anisotropic coupling  is  introduced  into  our  SOM  with  the  role  of  aligning the network locally with the independent component con(cid:173) tours.  This  approach  provides  an  exact  verification  condition  for  source separation with no prior on  the source distributions.
1996,https://papers.nips.cc/paper_files/paper/1996,https://papers.nips.cc/paper_files/paper/1996/hash/17326d10d511828f6b34fa6d751739e2-Abstract.html,Continuous Sigmoidal Belief Networks Trained using Slice Sampling,Brendan J. Frey,"Real-valued  random hidden  variables  can  be  useful  for  modelling  latent  structure  that  explains  correlations  among  observed  vari(cid:173) ables.  I propose a simple unit that adds zero-mean Gaussian noise  to its input before passing it through  a  sigmoidal  squashing func(cid:173) tion.  Such units can produce a variety of useful  behaviors, ranging  from  deterministic to binary stochastic to continuous stochastic.  I  show  how  ""slice sampling""  can  be  used  for  inference  and learning  in  top-down  networks of these  units and demonstrate learning on  two  simple problems."
