year,proceeding_link,paper_link,title,authors,abstract
2001,https://papers.nips.cc/paper_files/paper/2001,https://papers.nips.cc/paper_files/paper/2001/hash/0004d0b59e19461ff126e3a08a814c33-Abstract.html,"Means, Correlations and Bounds","Martijn Leisink, Bert Kappen","The  partition function  for  a  Boltzmann  machine  can  be  bounded  from  above  and  below.  We  can  use  this  to  bound  the  means  and  the  correlations.  For  networks  with  small  weights,  the  values  of  these statistics can be restricted to non-trivial regions  (i.e.  a subset  of  [-1 , 1]).  Experimental  results  show  that  reasonable  bounding  occurs  for  weight sizes  where  mean field  expansions  generally  give  good  results."
2001,https://papers.nips.cc/paper_files/paper/2001,https://papers.nips.cc/paper_files/paper/2001/hash/0070d23b06b1486a538c0eaa45dd167a-Abstract.html,Fragment Completion in Humans and Machines,"David Jacobs, Bas Rokers, Archisman Rudra, Zili Liu","Partial information can trigger a complete memory. At the same time, human memory is not perfect. A cue can contain enough information to specify an item in memory, but fail to trigger that item. In the context of word memory, we present experiments that demonstrate some basic patterns in human memory errors. We use cues that consist of word frag- ments. We show that short and long cues are completed more accurately than medium length ones and study some of the factors that lead to this behavior. We then present a novel computational model that shows some of the ﬂexibility and patterns of errors that occur in human memory. This model iterates between bottom-up and top-down computations. These are tied together using a Markov model of words that allows memory to be accessed with a simple feature set, and enables a bottom-up process to compute a probability distribution of possible completions of word frag- ments, in a manner similar to models of visual perceptual completion."
2001,https://papers.nips.cc/paper_files/paper/2001,https://papers.nips.cc/paper_files/paper/2001/hash/008bd5ad93b754d500338c253d9c1770-Abstract.html,Eye movements and the maturation of cortical orientation selectivity,"Antonino Casile, Michele Rucci","Neural activity appears to be a crucial component for shaping the recep- tive ﬁelds of cortical simple cells into adjacent, oriented subregions alter- nately receiving ON- and OFF-center excitatory geniculate inputs. It is known that the orientation selective responses of V1 neurons are reﬁned by visual experience. After eye opening, the spatiotemporal structure of neural activity in the early stages of the visual pathway depends both on the visual environment and on how the environment is scanned. We have used computational modeling to investigate how eye movements might affect the reﬁnement of the orientation tuning of simple cells in the pres- ence of a Hebbian scheme of synaptic plasticity. Levels of correlation be- tween the activity of simulated cells were examined while natural scenes were scanned so as to model sequences of saccades and ﬁxational eye movements, such as microsaccades, tremor and ocular drift. The speciﬁc patterns of activity required for a quantitatively accurate development of simple cell receptive ﬁelds with segregated ON and OFF subregions were observed during ﬁxational eye movements, but not in the presence of saccades or with static presentation of natural visual input. These re- sults suggest an important role for the eye movements occurring during visual ﬁxation in the reﬁnement of orientation selectivity."
2001,https://papers.nips.cc/paper_files/paper/2001,https://papers.nips.cc/paper_files/paper/2001/hash/0189caa552598b845b29b17a427692d1-Abstract.html,Orientation-Selective aVLSI Spiking Neurons,"Shih-Chii Liu, Jörg Kramer, Giacomo Indiveri, Tobi Delbrück, Rodney J. Douglas","We describe a programmable multi-chip VLSI neuronal system that can be used for exploring spike-based information processing models. The system consists of a silicon retina, a PIC microcontroller, and a transceiver chip whose integrate-and-ﬁre neurons are connected in a soft winner-take-all architecture. The circuit on this multi-neuron chip ap- proximates a cortical microcircuit. The neurons can be conﬁgured for different computational properties by the virtual connections of a se- lected set of pixels on the silicon retina. The virtual wiring between the different chips is effected by an event-driven communication pro- tocol that uses asynchronous digital pulses, similar to spikes in a neu- ronal system. We used the multi-chip spike-based system to synthe- size orientation-tuned neurons using both a feedforward model and a feedback model. The performance of our analog hardware spiking model matched the experimental observations and digital simulations of continuous-valued neurons. The multi-chip VLSI system has advantages over computer neuronal models in that it is real-time, and the computa- tional time does not scale with the size of the neuronal network."
2001,https://papers.nips.cc/paper_files/paper/2001,https://papers.nips.cc/paper_files/paper/2001/hash/01931a6925d3de09e5f87419d9d55055-Abstract.html,On the Generalization Ability of On-Line Learning Algorithms,"Nicolò Cesa-bianchi, Alex Conconi, Claudio Gentile","In this paper we show that on-line algorithms for classiﬁcation and re- gression can be naturally used to obtain hypotheses with good data- dependent tail bounds on their risk. Our results are proven without re- quiring complicated concentration-of-measure arguments and they hold for arbitrary on-line learning algorithms. Furthermore, when applied to concrete on-line algorithms, our results yield tail bounds that in many cases are comparable or better than the best known bounds."
2001,https://papers.nips.cc/paper_files/paper/2001,https://papers.nips.cc/paper_files/paper/2001/hash/02b1be0d48924c327124732726097157-Abstract.html,Analysis of Sparse Bayesian Learning,"Anita C. Faul, Michael E. Tipping","The recent introduction of the 'relevance vector machine' has effec(cid:173) tively  demonstrated  how  sparsity  may  be obtained  in  generalised  linear  models  within  a  Bayesian  framework.  Using  a  particular  form  of Gaussian  parameter prior,  'learning'  is  the  maximisation,  with respect  to hyperparameters, of the  marginal  likelihood  of the  data.  This  paper  studies  the  properties  of  that  objective  func(cid:173) tion,  and  demonstrates  that  conditioned  on  an  individual  hyper(cid:173) parameter,  the  marginal  likelihood  has  a  unique  maximum which  is  computable in closed form.  It is  further  shown that if a  derived  'sparsity criterion'  is  satisfied,  this maximum is  exactly  equivalent  to  'pruning' the corresponding parameter from  the model."
2001,https://papers.nips.cc/paper_files/paper/2001,https://papers.nips.cc/paper_files/paper/2001/hash/03e7d2ebec1e820ac34d054df7e68f48-Abstract.html,A Hierarchical Model of Complex Cells in Visual Cortex for the Binocular Perception of Motion-in-Depth,"Silvio P. Sabatini, Fabio Solari, Giulia Andreani, Chiara Bartolozzi, Giacomo M. Bisio","A cortical model for  motion-in-depth selectivity of complex cells in  the  visual  cortex  is  proposed.  The  model  is  based  on  a  time  ex(cid:173) tension of the phase-based techniques for  disparity estimation.  We  consider  the  computation  of the  total  temporal  derivative  of the  time-varying disparity through the combination of the responses of  disparity energy units.  To take into account the physiological plau(cid:173) sibility, the model  is  based on the  combinations of binocular cells  characterized by different  ocular dominance indices.  The resulting  cortical units  of the model show  a  sharp selectivity for  motion-in(cid:173) depth that has been compared with that reported in the literature  for  real cortical cells."
2001,https://papers.nips.cc/paper_files/paper/2001,https://papers.nips.cc/paper_files/paper/2001/hash/051928341be67dcba03f0e04104d9047-Abstract.html,Motivated Reinforcement Learning,Peter Dayan,"The  standard reinforcement learning view  of the involvement  of neuromodulatory systems in instrumental conditioning in(cid:173) cludes  a  rather  straightforward  conception  of  motivation  as  prediction of sum future reward.  Competition between actions  is based on the motivating characteristics of their consequent  states in this sense. Substantial, careful, experiments reviewed  in Dickinson & Balleine, 12,13 into the neurobiology and psychol(cid:173) ogy of motivation shows that this view is incomplete. In many  cases, animals are faced with the choice not between many dif(cid:173) ferent actions  at a given state, but rather whether a single re(cid:173) sponse is  worth  executing  at  all.  Evidence  suggests  that  the  motivational process underlying  this choice has different psy(cid:173) chological  and neural properties from  that underlying  action  choice.  We  describe  and  model  these  motivational  systems,  and consider the way they interact."
2001,https://papers.nips.cc/paper_files/paper/2001,https://papers.nips.cc/paper_files/paper/2001/hash/05546b0e38ab9175cd905eebcc6ebb76-Abstract.html,Categorization by Learning and Combining Object Parts,"Bernd Heisele, Thomas Serre, Massimiliano Pontil, Thomas Vetter, Tomaso Poggio","We describe an algorithm for automatically learning discriminative com- ponents of objects with SVM classiﬁers. It is based on growing image parts by minimizing theoretical bounds on the error probability of an SVM. Component-based face classiﬁers are then combined in a second stage to yield a hierarchical SVM classiﬁer. Experimental results in face classiﬁcation show considerable robustness against rotations in depth and suggest performance at signiﬁcantly better level than other face detection systems. Novel aspects of our approach are: a) an algorithm to learn component-based classiﬁcation experts and their combination, b) the use of 3-D morphable models for training, and c) a maximum operation on the output of each component classiﬁer which may be relevant for bio- logical models of visual recognition."
2001,https://papers.nips.cc/paper_files/paper/2001,https://papers.nips.cc/paper_files/paper/2001/hash/05a5cf06982ba7892ed2a6d38fe832d6-Abstract.html,Group Redundancy Measures Reveal Redundancy Reduction in the Auditory Pathway,"Gal Chechik, Amir Globerson, M. J. Anderson, E. D. Young, Israel Nelken, Naftali Tishby","The  way  groups  of auditory  neurons  interact  to  code  acoustic  in(cid:173) formation is  investigated using an information theoretic approach.  We develop measures of redundancy among groups of neurons, and  apply  them  to  the  study  of collaborative  coding  efficiency  in  two  processing stations in the auditory pathway:  the inferior colliculus  (IC)  and the primary auditory cortex (AI).  Under two schemes for  the  coding  of the  acoustic  content,  acoustic  segments  coding  and  stimulus  identity  coding,  we  show  differences  both in  information  content and group redundancies between IC and AI neurons.  These  results  provide for  the first  time  a  direct  evidence for  redundancy  reduction  along  the  ascending  auditory  pathway,  as  has  been  hy(cid:173) pothesized for  theoretical considerations  [Barlow  1959,2001].  The  redundancy effects under the single-spikes coding scheme are signif(cid:173) icant only for  groups larger than ten cells, and cannot be revealed  with  the  redundancy  measures  that  use  only  pairs  of cells.  The  results  suggest  that the  auditory system transforms low  level  rep(cid:173) resentations that contain redundancies due to the statistical struc(cid:173) ture of natural stimuli, into a  representation in which cortical neu(cid:173) rons extract rare and independent component of complex acoustic  signals,  that are useful  for  auditory scene analysis."
