year,proceeding_link,paper_link,title,authors,abstract
1997,https://papers.nips.cc/paper_files/paper/1997,https://papers.nips.cc/paper_files/paper/1997/hash/01d8bae291b1e4724443375634ccfa0e-Abstract.html,Prior Knowledge in Support Vector Kernels,"Bernhard Schölkopf, Patrice Simard, Alex J. Smola, Vladimir Vapnik",We explore methods for incorporating prior knowledge about a problem  at hand in Support Vector learning machines.  We  show that both invari(cid:173) ances under group transfonnations and prior knowledge about locality in  images can be incorporated by constructing appropriate kernel functions.
1997,https://papers.nips.cc/paper_files/paper/1997,https://papers.nips.cc/paper_files/paper/1997/hash/0245952ecff55018e2a459517fdb40e3-Abstract.html,A Revolution: Belief Propagation in Graphs with Cycles,"Brendan J. Frey, David J. C. MacKay","Until recently, artificial intelligence researchers have frowned  upon  the  application of probability propagation in  Bayesian  belief net(cid:173) works  that  have cycles.  The probability propagation algorithm is  only exact in networks that are cycle-free.  However, it has recently  been  discovered  that the  two  best  error-correcting decoding  algo(cid:173) rithms  are  actually  performing  probability  propagation  in  belief  networks with cycles. 
1  Communicating over a  noisy channel 
Our increasingly wired world demands efficient  methods for  communicating bits of  information  over  physical  channels  that  introduce  errors.  Examples  of real-world  channels  include  twisted-pair telephone  wires,  shielded  cable-TV  wire,  fiber-optic  cable,  deep-space  radio,  terrestrial  radio,  and  indoor  radio.  Engineers  attempt  to  correct  the  errors  introduced  by  the  noise  in  these  channels  through  the  use  of  channel  coding  which  adds  protection  to the information  source,  so  that  some  channel errors  can  be  corrected.  A  popular  model  of a  physical  channel  is  shown  in  Fig.  1.  A vector of K  information bits u  =  (Ut, ... ,UK), Uk  E {O, I}  is  encoded,  and a  vector of N  codeword bits x  =  (Xl! ... ,XN)  is  transmitted into the channel.  Independent  Gaussian noise  with  variance  (12  is  then  added to each codeword bit, 
.. Brendan Frey  is  currently a  Beckman Fellow  at the Beckman Institute for  Advanced 
Science and Technology, University of Illinois  at Urbana-Champaign. 
480 
B.  J  Frey and D.  J.  C. MacKay 
Gaussian noise  with variance (J2 
--U--'~~I~ _ E _ ncoder __ ~1  x  ~ y 
.I~ _ Decoder _ ~--U~.~ 
Figure 1:  A communication system with a channel that adds Gaussian noise to the  transmitted discrete-time sequence. 
producing  the  real-valued  channel  output  vector  y  =  (Y!, ... ,YN).  The  decoder  must  then use  this  received  vector  to  make  a  guess  U at the  original  information  vector.  The  probability  P"" (e)  of  bit  error  is  minimized  by  choosing  the  Uk  that  maximizes  P(ukly)  for  k  = 1, ... , K.  The  rate  K/N of a  code  is  the  number  of  information  bits  communicated  per  codeword  bit.  We  will  consider  rate  ~ 1/2  systems in this paper,  where  N  ==  2K.  The simplest rate 1/2 encoder duplicates each information hit:  X2k-l  =  X2k  =  Uk,  k  =  1, ... , K.  The optimal decoder for this repetition code  simply averages together  pairs of noisy channel outputs and then applies  a threshold:"
1997,https://papers.nips.cc/paper_files/paper/1997,https://papers.nips.cc/paper_files/paper/1997/hash/05311655a15b75fab86956663e1819cd-Abstract.html,Dynamic Stochastic Synapses as Computational Units,"Wolfgang Maass, Anthony M. Zador","In  most  neural network models, synapses are treated as static weights  that  change only on  the slow  time scales of learning.  In  fact,  however, synapses  are highly  dynamic,  and show  use-dependent  plasticity over a  wide  range  of time scales.  Moreover,  synaptic transmission is  an  inherently stochastic  process:  a  spike  arriving  at  a  presynaptic  terminal  triggers  release  of a  vesicle  of neurotransmitter from  a  release  site  with  a  probability that can  be  much  less  than one.  Changes in  release probability represent one of the  main mechanisms by which synaptic efficacy is modulated in neural circuits.  We propose and investigate a simple model for dynamic stochastic synapses  that can  easily be  integrated into common models  for  neural computation.  We  show  through  computer  simulations  and  rigorous  theoretical  analysis  that  this  model  for  a  dynamic  stochastic synapse increases  computational  power in a nontrivial way.  Our results may have implications for the process(cid:173) ing of time-varying signals by both biological and artificial neural networks. 
A synapse 8  carries out computations on spike trains, more precisely on  trains of spikes  from  the  presynaptic  neuron.  Each  spike  from  the  presynaptic  neuron  mayor may  not  trigger the release  of a  neurotransmitter-filled  vesicle  at the synapse.  The  probability of a  vesicle  release ranges from  about  0.01  to almost  1.  Furthermore this  release probability is  known  to  be strongly  ""history dependent""  [Dobrunz and  Stevens, 1997].  A spike causes an  excitatory or inhibitory potential  (EPSP or IPSP, respectively)  in  the postsynaptic  neuron  only when a  vesicle  is  released. 
A spike  train is  represented  as a sequence 1 of firing  times,  i.e.  as increasing sequences  of numbers tl < t2  < ... from  R+ := {z E R: z ~ O}  . For each  spike train 1 the output of  synapse  8  consists of the  sequence 8W  of those  ti  E 10n which  vesicles  are  ""released""  by  8  , i.e.  of those t, E 1 which cause an excitatory or inhibitory postsynaptic potential (EPSP  or IPSP,  respectively).  The map 1 -+  8(1)  may  be  viewed  as  a  stochastic function  that is  computed by  synapse S.  Alternatively one can  characterize  the  output  SW  of a  synapse  8  through its  release  pattern q = qlq2 ... E  {R, F}·  , where  R  stands for  release and  F  for  failure  of release.  For each  t, E 1 one sets q,  =  R  if ti  E 8(1)  , and qi  =  F  if ti  ¢ 8W  . 
Dynamic Stochastic Synapses as Computational Units 
195"
1997,https://papers.nips.cc/paper_files/paper/1997,https://papers.nips.cc/paper_files/paper/1997/hash/07042ac7d03d3b9911a00da43ce0079a-Abstract.html,Self-similarity Properties of Natural Images,"Antonio Turiel, Germán Mato, Néstor Parga, Jean-Pierre Nadal","Scale  invariance  is  a  fundamental  property  of ensembles  of  nat(cid:173) ural  images  [1].  Their  non  Gaussian  properties  [15,  16]  are  less  well  understood,  but  they  indicate  the  existence  of  a  rich  statis(cid:173) tical  structure.  In  this  work  we  present  a  detailed  study  of the  marginal statistics of a  variable related to the edges in the images.  A numerical analysis shows that it exhibits extended self-similarity  [3,  4,  5].  This  is  a  scaling  property  stronger  than  self-similarity:  all its moments can be expressed as  a power of any given moment.  More  interesting,  all  the  exponents  can  be  predicted  in  terms  of  a  multiplicative  log-Poisson process.  This  is  the very  same model  that  was  used  very  recently  to  predict  the  correct  exponents  of  the structure functions  of turbulent flows  [6].  These  results  allow  us to study the underlying multifractal singularities.  In  particular  we  find  that the most singular structures are one-dimensional:  the  most singular manifold  consists of sharp edges. 
Category:  Visual Processing."
1997,https://papers.nips.cc/paper_files/paper/1997,https://papers.nips.cc/paper_files/paper/1997/hash/0966289037ad9846c5e994be2a91bafa-Abstract.html,Multiple Threshold Neural Logic,"Vasken Bohossian, Jehoshua Bruck","We introduce a new Boolean computing element related to the Lin(cid:173) ear Threshold element, which is the Boolean version of the neuron.  Instead of the sign function,  it computes an arbitrary  (with poly(cid:173) nornialy many transitions) Boolean function of the weighted sum of  its inputs.  We  call the new computing element  an LT M  element,  which stands for  Linear Threshold with Multiple transitions.  The  paper consists  of the following  main  contributions related to  our study of LTM circuits:  (i)  the creation  of efficient  designs  of  LTM circuits for  the addition of a multiple number of integers and  the product of two integers.  In particular, we show how to compute  the  addition  of m  integers  with  a  single  layer  of  LT M  elements.  (ii)  a proof that the area of the VLSI layout is reduced from O(n2 )  in  LT circuits  to  O(n)  in  LTM circuits,  for  n  inputs  symmetric  Boolean functions,  and  (iii)  the characterization of the computing  power  of LT M  relative to LT circuits."
1997,https://papers.nips.cc/paper_files/paper/1997,https://papers.nips.cc/paper_files/paper/1997/hash/0a1bf96b7165e962e90cb14648c9462d-Abstract.html,A General Purpose Image Processing Chip: Orientation Detection,"Ralph Etienne-Cummings, Donghui Cai","The  generalization  ability  of a  neural  network  can  sometimes  be  improved dramatically by regularization.  To  analyze the improve(cid:173) ment  one  needs  more  refined  results  than  the  asymptotic  distri(cid:173) bution  of  the  weight  vector.  Here  we  study  the  simple  case  of  one-dimensional  linear  regression  under  quadratic  regularization,  i.e.,  ridge  regression.  We  study  the  random  design,  misspecified  case, where we derive expansions for  the optimal regularization pa(cid:173) rameter and  the ensuing improvement.  It is  possible  to construct  examples  where it  is  best to use no regularization."
1997,https://papers.nips.cc/paper_files/paper/1997,https://papers.nips.cc/paper_files/paper/1997/hash/0c0a7566915f4f24853fc4192689aa7e-Abstract.html,On Efficient Heuristic Ranking of Hypotheses,"Steve A. Chien, Andre Stechert, Darren Mutz","This paper considers  the  problem of learning the  ranking of a  set  of alternatives based  upon incomplete information (e.g.,  a  limited  number  of observations).  We  describe  two  algorithms for  hypoth(cid:173) esis  ranking and their application for  probably approximately cor(cid:173) rect  (PAC)  and  expected  loss  (EL)  learning  criteria.  Empirical  results are provided  to demonstrate the effectiveness of these  rank(cid:173) ing procedures on both synthetic datasets and real-world data from  a  spacecraft design optimization problem."
1997,https://papers.nips.cc/paper_files/paper/1997,https://papers.nips.cc/paper_files/paper/1997/hash/0e3a37aa85a14e359df74fa77eded3f6-Abstract.html,Learning Continuous Attractors in Recurrent Networks,H. Sebastian Seung,"One approach  to invariant  object  recognition  employs  a  recurrent  neu(cid:173) ral  network  as an associative  memory.  In  the standard depiction of the  network's state space, memories of objects are stored as attractive fixed  points of the dynamics.  I argue for  a  modification of this picture:  if an  object has a continuous family of instantiations, it should be represented  by  a  continuous  attractor.  This  idea is  illustrated with  a  network  that  learns to complete patterns.  To  perform the task of filling  in missing in(cid:173) formation,  the network develops a  continuous attractor that models the  manifold  from  which  the patterns  are  drawn.  From  a  statistical  view(cid:173) point, the pattern completion task allows  a  formulation of unsupervised  learning in  terms of regression  rather than density estimation. 
A classic approach to invariant object recognition is  to  use  a  recurrent neural net(cid:173) work  as  an  associative  memory[l].  In  spite  of the  intuitive  appeal  and  biological  plausibility of this approach, it has largely been abandoned in practical applications.  This paper introduces two new concepts  that could help resurrect it:  object repre(cid:173) sentation by continuous attractors, and learning attractors by  pattern completion.  In most models of associative memory, memories are stored as attractive fixed points  at discrete locations in state space[l].  Discrete attractors may not be appropriate for  patterns with  continuous  variability,  like the images of a  three-dimensional object  from  different viewpoints.  When the instantiations of an object lie on a continuous  pattern manifold, it is more appropriate to represent objects by attractive manifolds  of fixed  points, or continuous attractors.  To  make this idea practical, it is  important to find  methods for  learning attractors  from examples.  A naive method is  to train the network to retain examples in short(cid:173) term memory.  This  method  is  deficient  because  it  does  not  prevent  the  network  from  storing spurious  fixed  points that are  unrelated to the examples.  A  superior  method  is  to  train the network to  restore  examples  that  have  been  corrupted,  so  that it learns to complete patterns by filling  in missing information. 
Learning Continuous Attractors in Recurrent Networks"
1997,https://papers.nips.cc/paper_files/paper/1997,https://papers.nips.cc/paper_files/paper/1997/hash/0e4e946668cf2afc4299b462b812caca-Abstract.html,Boltzmann Machine Learning Using Mean Field Theory and Linear Response Correction,"Hilbert J. Kappen, Francisco de Borja Rodríguez Ortiz","We  present  a  new  approximate learning  algorithm for  Boltzmann  Machines,  using a systematic expansion of the Gibbs free  energy to  second  order  in the weights.  The  linear response  correction  to the  correlations is  given  by  the  Hessian  of the  Gibbs free  energy.  The  computational complexity of the  algorithm is  cubic  in  the number  of neurons.  We compare the performance of the exact BM learning  algorithm  with  first  order  (Weiss)  mean  field  theory  and  second  order  (TAP)  mean field  theory.  The learning task consists of a fully  connected  Ising spin glass  model on  10  neurons.  We conclude that  1)  the  method  works  well  for  paramagnetic problems  2)  the  TAP  correction gives a significant improvement over the Weiss mean field  theory,  both for  paramagnetic and spin glass problems and 3)  that  the inclusion of diagonal weights improves the Weiss approximation  for  paramagnetic problems , but not for spin  glass  problems."
1997,https://papers.nips.cc/paper_files/paper/1997,https://papers.nips.cc/paper_files/paper/1997/hash/0e55666a4ad822e0e34299df3591d979-Abstract.html,Incorporating Test Inputs into Learning,"Zehra Cataltepe, Malik Magdon-Ismail","In many  applications, such as credit default prediction and medical im(cid:173) age recognition, test inputs are available in  addition to the labeled train(cid:173) ing examples.  We  propose a method to  incorporate the test  inputs into  learning.  Our method results in  solutions having smaller test errors than  that of simple training solution, especially for  noisy  problems or small  training sets."
